Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2023-05-27,"Excellent Ella",5.6,,https://www.mountainproject.com/route/113104498/excellent-ella,1,"Ohio > Southwest Ohio > Mad River Gorge & Nature Preserve > MRG Southeast (aka Darkside) > Dad's Wall (aka Glass Buttress)",2.7,-1,Lead,Onsight,Sport,,30,1600
2023-05-27,"6 pack",5.9,,https://www.mountainproject.com/route/113533042/6-pack,1,"Ohio > Southwest Ohio > Mad River Gorge & Nature Preserve > MRG Southeast (aka Darkside) > Clear Creek Crag",2.5,-1,TR,,Sport,,30,2400
2023-05-25,"Drapeau #8",V3,"Everything except the topout",https://www.mountainproject.com/route/118008302/drapeau-8,1,"International > North America > Canada > Quebec > 06. Montreal Area > Olympic Stadium - OnSite Urban Boulders > Taillibert",3.2,-1,Attempt,,Boulder,,,20300
2023-05-25,"Montreal #9",V4,"Everything except the topout",https://www.mountainproject.com/route/118008309/montreal-9,1,"International > North America > Canada > Quebec > 06. Montreal Area > Olympic Stadium - OnSite Urban Boulders > Taillibert",3.4,-1,Attempt,,Boulder,,,20400
2023-05-20,"The Origin",V5,"End of session attempts, seems like a decent boulder.",https://www.mountainproject.com/route/117070855/the-origin,1,"New York > Adirondacks > H: Southern Mountains > Nine Corner Lake > Middle Earth > Gate Boulder",3.4,-1,Attempt,,Boulder,,15,20500
2023-05-20,"Pop or Drop",V4,"Best climb here, feels super classic. First two moves done. barely can reach the starting good left crimp.",https://www.mountainproject.com/route/106479700/pop-or-drop,1,"New York > Adirondacks > H: Southern Mountains > Nine Corner Lake > Middle Earth > Fortress",3.8,-1,Attempt,,Boulder,,15,20400
2023-05-20,"Andrugen Sit Start",V2,"Feet kept slipping on the start",https://www.mountainproject.com/route/116990978/andrugen-sit-start,1,"New York > Adirondacks > H: Southern Mountains > Nine Corner Lake > Middle Earth > Lookout",3.0,-1,Send,,Boulder,,12,20200
2023-05-20,Andrugen,V1,,https://www.mountainproject.com/route/106402219/andrugen,1,"New York > Adirondacks > H: Southern Mountains > Nine Corner Lake > Middle Earth > Lookout",2.4,-1,Flash,,Boulder,,10,20100
2023-05-15,"Sonia #13",V2,,https://www.mountainproject.com/route/118008334/sonia-13,1,"International > North America > Canada > Quebec > 06. Montreal Area > Olympic Stadium - OnSite Urban Boulders > Taillibert",3.2,-1,Send,,Boulder,,,20200
2023-05-15,"Ligne Verte #1",V0,,https://www.mountainproject.com/route/118008184/ligne-verte-1,1,"International > North America > Canada > Quebec > 06. Montreal Area > Olympic Stadium - OnSite Urban Boulders > Taillibert",2.6,-1,Send,,Boulder,,,20008
2023-04-23,"Practitioner aka “The Proctologist”",V1,"that mono is wild",https://www.mountainproject.com/route/107041786/practitioner-aka-the-proctologist,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Tilted Tree Area > Tilted Tree Corridor",2.7,-1,Flash,,Boulder,,,20100
2023-04-23,"Big Pocket Problem",V0+,,https://www.mountainproject.com/route/107041781/big-pocket-problem,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Tilted Tree Area > Tilted Tree Corridor",2.6,-1,Flash,,Boulder,,,20010
2023-04-10,"Slam Dunk",V4,,https://www.mountainproject.com/route/118780067/slam-dunk,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Moby Area > Tier 2 Boulders",3.0,3,Send,,Boulder,,,20400
2023-04-10,Exorexic,V3+,"rough top out.",https://www.mountainproject.com/route/114306674/exorexic,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Death Block Area > Allusionist Boulder",2.5,2,Flash,,Boulder,,,20310
2023-04-09,Cyrax,V2,,https://www.mountainproject.com/route/112523021/cyrax,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Fiddle Area > Wave Rider Boulder",2.7,3,Send,,Boulder,,,20200
2023-04-09,"Spread your Wings",V3+,"Top half is amazing.",https://www.mountainproject.com/route/114227296/spread-your-wings,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Moby Area > Tier 3 Boulder",3.4,4,Send,,Boulder,,8,20310
2023-04-09,Quaid,V2,"not sure how this is a sit start",https://www.mountainproject.com/route/112834826/quaid,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Moby Area > Tier 2 Boulders",2.5,2,Send,,Boulder,,,20200
2023-04-09,Proana,V3-4,"better topout than exorexic, but still rough",https://www.mountainproject.com/route/114306655/proana,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Death Block Area > Allusionist Boulder",2.4,3,Flash,,Boulder,,,20350
2023-03-18,Steropes,V3,,https://www.mountainproject.com/route/120252143/steropes,1,"West Virginia > Northern WV > Cheat Canyon > University Research Forest > Darnell Hollow > 5th Pull Off (School Bus Area) > Giant's Slab Boulder",3.8,-1,Send,,Boulder,,,20300
2023-03-18,"Shark Tooth Traverse",V2,,https://www.mountainproject.com/route/119839654/shark-tooth-traverse,1,"West Virginia > Northern WV > Cheat Canyon > University Research Forest > Darnell Hollow > 5th Pull Off (School Bus Area) > Shark Tooth",3.0,-1,Flash,,Boulder,,10,20200
2023-03-05,"Guillotine Arete",V6,"Holding the arete will require more sloper strength.",https://www.mountainproject.com/route/123793046/guillotine-arete,1,"West Virginia > Northern WV > Valley Falls State Park > Main Area > Rocky Trail Westside > Spanner Boulder",4.0,-1,Attempt,,Boulder,,10,20600
2023-03-05,"The Artist",V3-4,"Went straight up from the slot this time.",https://www.mountainproject.com/route/123646619/the-artist,1,"West Virginia > Northern WV > Valley Falls State Park > Main Area > Rocky Trail Eastside > Artist Point Area",3.9,4,Send,,Boulder,,10,20350
2023-03-05,"World’s Greatest Art Thief",V3,,https://www.mountainproject.com/route/123666385/worlds-greatest-art-thief,1,"West Virginia > Northern WV > Valley Falls State Park > Main Area > Rocky Trail Eastside > Artist Point Area",3.7,4,Send,,Boulder,,16,20300
2023-03-05,"The Architect",V7,"First sequence seems impossible. Transition out of cave is limit.  Rest of cave sequence and top-out sequence are doable.",https://www.mountainproject.com/route/123749588/the-architect,1,"West Virginia > Northern WV > Valley Falls State Park > Main Area > Rocky Trail Eastside > Artist Point Area",3.0,-1,Attempt,,Boulder,,30,20700
2023-02-19,"Slab Diversion",V3,"Trust the feet.",https://www.mountainproject.com/route/119698610/slab-diversion,1,"West Virginia > Northern WV > Cheat Canyon > University Research Forest > Darnell Hollow > 5th Pull Off (School Bus Area) > Demi-God Boulder",3.3,2,Send,,Boulder,,,20300
2023-02-19,"Sunset Arete",V5,"Not sure what the start is here. Using the far left pinch makes the start very height dependent. Used right undercling and left on a juggy/pinch. Toe hooks are key.",https://www.mountainproject.com/route/119786374/sunset-arete,1,"West Virginia > Northern WV > Cheat Canyon > University Research Forest > Darnell Hollow > 5th Pull Off (School Bus Area) > Sunset Boulder",3.8,3,Send,,Boulder,,,20500
2023-02-11,"Moonboard Warmup",V4,"Not a very clean send. Game isn&#39;t over once you get the topout.",https://www.mountainproject.com/route/120192410/moonboard-warmup,1,"West Virginia > Northern WV > Cheat Canyon > University Research Forest > Darnell Hollow > Darkside East > Ganja Bloc Aka Moon Board",2.5,-1,Send,,Boulder,,12,20400
2023-02-06,"Elephant in the Room",V5,"Rail is amazing.",https://www.mountainproject.com/route/115964096/elephant-in-the-room,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Lower New River Gorge Bouldering > Lower Hawk's Nest > Elephant in the Room Boulder",3.4,3,Send,,Boulder,,10,20500
2023-02-06,"Egg Direct",V3+,"Top is quite scary, but the bottom has some sick holds for the grade.",https://www.mountainproject.com/route/112135722/egg-direct,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Lower New River Gorge Bouldering > Hawk's Nest Proper > White Eyebrow Boulder",2.6,3,Send,,Boulder,,20,20310
2023-02-06,Mine,V3,"First move is the crux",https://www.mountainproject.com/route/119909233/mine,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Lower New River Gorge Bouldering > Hawk's Nest Proper > Leaving Las Fayetteville Boulder",2.2,2,Flash,,Boulder,,12,20300
2023-02-06,"Leaving Las Fayetteville",V5,"Firing for the first hold is all about muscle memory. Crux is at the top. ",https://www.mountainproject.com/route/107294439/leaving-las-fayetteville,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Lower New River Gorge Bouldering > Hawk's Nest Proper > Leaving Las Fayetteville Boulder",3.0,4,Send,,Boulder,,,20500
2023-02-04,Puckerface,V2,"Cool holds on a great climb",https://www.mountainproject.com/route/107294413/puckerface,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Lower New River Gorge Bouldering > Hawk's Nest Proper > Leaving Las Fayetteville Boulder",2.7,4,Flash,,Boulder,,,20200
2023-01-28,"Bluegill not John Gill",V2,"nice aesthetic problem.",https://www.mountainproject.com/route/121878024/bluegill-not-john-gill,1,"Ohio > Eastern Ohio > Salt Fork State Park > Pine Crest Trail Boulders > 1. Fishin’ Hole Boulder",3.3,4,Flash,,Boulder,V2-,10,20200
2023-01-28,Novocaine,V8,"attempted stand start. first move is a real reach",https://www.mountainproject.com/route/109682667/novocaine,1,"Ohio > Eastern Ohio > Salt Fork State Park > Pine Crest Trail Boulders > 9. Black Tooth Boulder",3.6,-1,Attempt,,Boulder,,9,20800
2023-01-28,Cavity,V3,"all about the microbeta. first hold is a thing of beauty.",https://www.mountainproject.com/route/121881939/cavity,1,"Ohio > Eastern Ohio > Salt Fork State Park > Pine Crest Trail Boulders > 9. Black Tooth Boulder",2.6,3,Send,,Boulder,V3,9,20300
2023-01-28,"Tree Left",V2+,"one move wonder.",https://www.mountainproject.com/route/121882182/tree-left,1,"Ohio > Eastern Ohio > Salt Fork State Park > Pine Crest Trail Boulders > 5. Tree Boulder",2.4,3,Flash,,Boulder,V2,8,20210
2023-01-28,"Tree Right",V4,"right hand on crimp rail is hard to stay on. heel hook is key.",https://www.mountainproject.com/route/121882155/tree-right,1,"Ohio > Eastern Ohio > Salt Fork State Park > Pine Crest Trail Boulders > 5. Tree Boulder",3.5,-1,Attempt,,Boulder,,8,20400
2023-01-28,"Pontoon Goon",V5-,"hardest moves are at the bottom. first pocket was full of water, but still enough room for a good dry hold.",https://www.mountainproject.com/route/118577162/pontoon-goon,1,"Ohio > Eastern Ohio > Salt Fork State Park > Pine Crest Trail Boulders > 4. Boat Dock Rock",3.0,4,Flash,,Boulder,V4,12,20470
2023-01-28,"Dust in the Wind",V4,"start sequence is super smooth with a lot of different foot choices. Crux is definitely pulling from the ledge to the next pocket. Standing on the ledge with a hiding crimp and reaching for the lip is the scariest part.",https://www.mountainproject.com/route/121878997/dust-in-the-wind,1,"Ohio > Eastern Ohio > Salt Fork State Park > Pine Crest Trail Boulders > 2. Hillside Boulders",3.7,4,Send,,Boulder,V4-,17,20400
2023-01-28,Fishlips,V0-1,"top out is a bit sketch due to all the moss, but the bottom makes it worth it.",https://www.mountainproject.com/route/109682750/fishlips,1,"Ohio > Eastern Ohio > Salt Fork State Park > Pine Crest Trail Boulders > 1. Fishin’ Hole Boulder",3.0,3,Flash,,Boulder,V0,12,20050
2023-01-17,"World’s Greatest Art Thief",V3,"Cave start is super neat. Top of the boulder is just there to pump you out.",https://www.mountainproject.com/route/123666385/worlds-greatest-art-thief,1,"West Virginia > Northern WV > Valley Falls State Park > Main Area > Rocky Trail Eastside > Artist Point Area",3.7,4,Flash,,Boulder,,16,20300
2023-01-16,"Broken Ballerina",V4,"That first move is brutal. Ice under the second roof made the send a bit rough.",https://www.mountainproject.com/route/123666415/broken-ballerina,1,"West Virginia > Northern WV > Valley Falls State Park > Main Area > Rocky Trail Eastside > Artist Point Area",4.0,4,Send,,Boulder,,12,20400
2023-01-16,"The Artist",V3-4,,https://www.mountainproject.com/route/123646619/the-artist,1,"West Virginia > Northern WV > Valley Falls State Park > Main Area > Rocky Trail Eastside > Artist Point Area",3.9,4,Send,,Boulder,,10,20350
2023-01-16,"The Potter",V0-1,,https://www.mountainproject.com/route/123650605/the-potter,1,"West Virginia > Northern WV > Valley Falls State Park > Main Area > Rocky Trail Eastside > Artist Point Area",3.0,3,Flash,,Boulder,,12,20050
2023-01-15,"Eyes Wide Shut",V4,,https://www.mountainproject.com/route/121778988/eyes-wide-shut,1,"Pennsylvania > The Northwest > McConnells Mill State Park > Rim Road Climbing Area > Hidden in Plain Sight",3.4,3,Send,,Boulder,,,20400
2022-11-19,"Internet Arete",V3,"Topped out to the left.",https://www.mountainproject.com/route/112522475/internet-arete,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Moby Area > Moby Boulder",3.6,-1,Send,,Boulder,,,20300
2022-11-19,"Twist Da Hick aka Visitation Direct",V5,"Peeled off one move before the reach for the high pocket. Major barn door on the right.",https://www.mountainproject.com/route/107041742/twist-da-hick-aka-visitation-direct,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Tilted Tree Area > Tilted Tree Corridor",3.9,-1,Attempt,,Boulder,,16,20500
2022-11-05,"Block Party",V5,"hard af. get left under cling pinch",https://www.mountainproject.com/route/120455830/block-party,1,"West Virginia > Northern WV > Coopers Rock State Forest > Furnace Road Areas > Greenbrier Boulders > Block Party Area",3.7,-1,Attempt,,Boulder,,,20500
2022-11-05,"Playin’ with Blocks",V1,,https://www.mountainproject.com/route/122532263/playin-with-blocks,1,"West Virginia > Northern WV > Coopers Rock State Forest > Furnace Road Areas > Greenbrier Boulders > Block Party Area",3.8,4,Send,,Boulder,,12,20100
2022-11-05,"Ballad of the Chestnut Tree",V4,"get high feet before dynamic move",https://www.mountainproject.com/route/122996655/ballad-of-the-chestnut-tree,1,"West Virginia > Northern WV > Coopers Rock State Forest > Rhododendron Trail Areas > First Area Boulders > Chestnut Tree Boulder",3.8,-1,Attempt,,Boulder,,12,20400
2022-11-05,"Rhododendron Wrestling",V3,"watch out for flaky rock on the bottom of the arete.",https://www.mountainproject.com/route/123115820/rhododendron-wrestling,1,"West Virginia > Northern WV > Coopers Rock State Forest > Rhododendron Trail Areas > First Area Boulders > Bird Watcher Boulders",2.0,3,Send,,Boulder,,12,20300
2022-10-24,"Grimy Green",V0+,,https://www.mountainproject.com/route/121738643/grimy-green,1,"Pennsylvania > The Northwest > McConnells Mill State Park > Rim Road Climbing Area > Crayon Boulder",2.0,-1,Send,,Boulder,,,20010
2022-10-24,"Radical Red",V3,,https://www.mountainproject.com/route/121738772/radical-red,1,"Pennsylvania > The Northwest > McConnells Mill State Park > Rim Road Climbing Area > Crayon Boulder",2.3,2,Send,,Boulder,,,20300
2022-10-24,"Internet Arete",V3,"go around back for proper topout",https://www.mountainproject.com/route/112522475/internet-arete,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Moby Area > Moby Boulder",3.6,-1,Attempt,,Boulder,,,20300
2022-10-24,"Tilted Tree Arete",V3,,https://www.mountainproject.com/route/107041808/tilted-tree-arete,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Tilted Tree Area > Tilted Tree Corridor",2.6,2,Flash,,Boulder,V3,,20300
2022-10-24,Delivery,V2,"now to do labor and delivery",https://www.mountainproject.com/route/120978769/delivery,1,"West Virginia > Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Labor and Delivery Boulders",3.3,3,Send,,Boulder,,,20200
2022-10-24,Cyrax,V2,,https://www.mountainproject.com/route/112523021/cyrax,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Fiddle Area > Wave Rider Boulder",2.7,3,Flash,,Boulder,,,20200
2022-10-24,"Crash and Burn",V5,"lots of pads needed",https://www.mountainproject.com/route/112497542/crash-and-burn,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Fiddle Area > Wave Rider Boulder",3.1,-1,Attempt,,Boulder,,15,20500
2022-10-24,"The Final Movement",V2,,https://www.mountainproject.com/route/122395748/the-final-movement,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Fiddle Area > Fiddle Rock",3.4,3,Send,,Boulder,,15,20200
2022-10-24,"The Fiddle",V3,,https://www.mountainproject.com/route/114179673/the-fiddle,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Fiddle Area > Fiddle Rock",2.6,2,Send,,Boulder,,,20300
2022-10-24,"Crazy Train",V1,,https://www.mountainproject.com/route/123099943/crazy-train,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > The Nut House",3.5,4,Send,,Boulder,,12,20100
2022-10-24,"Big Pocket Problem",V0+,,https://www.mountainproject.com/route/107041781/big-pocket-problem,1,"West Virginia > Northern WV > Coopers Rock State Forest > Tilted Tree > Tilted Tree Area > Tilted Tree Corridor",2.6,-1,Flash,,Boulder,,,20010
2022-09-03,"Drifter's Escape",V2+,"Can&#39;t finish the mantle",https://www.mountainproject.com/route/106523084/drifters-escape,1,"New York > The Gunks > Trapps Bouldering > Boxcar Area",2.4,-1,Attempt,,Boulder,,12,20210
2022-08-21,"The Gill Egg (AKA Gill's Route)",V4,,https://www.mountainproject.com/route/106515375/the-gill-egg-aka-gills-route,1,"New York > The Gunks > Trapps Bouldering > Keyhole Cliff area",3.5,-1,Attempt,,Boulder,,12,20400
2022-07-04,"The Lorax",V3+,,https://www.mountainproject.com/route/106515862/the-lorax,1,"New York > The Gunks > Trapps Bouldering > Steel Bridge Boulders",3.1,4,Send,,Boulder,,8,20310
2022-06-14,"Boulder of the Gods",V0-,,https://www.mountainproject.com/route/106515825/boulder-of-the-gods,1,"New York > The Gunks > Trapps Bouldering > Steel Bridge Boulders",3.1,4,Flash,,Boulder,,15,20005
